CATAID,LOGIT_CLASS(1-UVUP;0-UVWEAK),REDSHIFT,SERSIC_GALFIT,SERSIC_SEXTRACTOR
536433,1,0.11325,2.6528,3.461595
139002,1,0.17594,5.4324,5.551765
619101,1,0.12031,2.2253,3.746767
85559,0,0.07855,5.1741,5.105007
197084,1,0.1057,5.6304,3.972744
230787,0,0.02084,2.3985,2.592964
463517,1,0.12033,4.1424,5.230398
296795,0,0.08035,4.8235,4.497519
504879,0,0.0542,3.7342,7.567207
47757,0,0.12743,2.806,2.963333
40017,0,0.13191,3.5642,3.149939
23491,0,0.17514,3.8138,2.633905
31938,0,0.11306,4.3607,3.904163
107432,0,0.31272,2.5215,2.719928
143252,0,0.13082,2.4134,1.671519
15488,0,0.16452,3.8862,3.068303
512537,0,0.10624,3.7625,3.487025
346572,0,0.20025,4.9212,0.004978333
371295,0,0.09633,2.866,2.702254
375611,0,0.2094,2.9062,4.575617
230718,0,0.0185,1.9359,1.317769
544214,0,0.1498,4.0612,5.183922
600102,0,0.10104,4.3344,8.60435
381465,0,0.08745,4.7262,5.683644
417755,1,0.19605,3.3569,4.771326
610696,1,0.13006,4.1953,5.009476
7974,1,0.14707,2.6194,2.905107
39547,1,0.09984,3.1842,4.370477
107531,0,0.03346,2.704,2.750762
144122,0,0.08239,5.298,7.022028
144972,0,0.21256,7.8381,6.239766
535107,1,0.15691,5.8923,3.278889
84297,0,0.08562,3.098,1.707125
319754,0,0.11094,3.6747,1.601715
30759,0,0.15493,4.6846,2.49437
17294,0,0.0644,3.4878,5.174493
544104,0,0.07657,6.3016,3.826036
543554,0,0.05526,1.7627,1.154829
64045,0,0.10472,5.3151,4.080242
535428,0,0.10619,4.2811,4.70143
289494,0,0.14587,3.5925,3.759582
69512,0,0.09537,3.855,4.027752
144059,0,0.16611,2.6291,2.829082
272839,1,0.25585,5.3588,1.812028
16910,0,0.13754,4.8702,5.538674
239970,0,0.12068,1.955,1.344891
64577,0,0.13747,3.3528,3.345629
592831,1,0.12475,4.8453,4.334981
535826,0,0.2624,2.1706,1.480882
47608,0,0.11954,2.6907,1.254892
91997,0,0.05349,1.5851,1.075441
492905,0,0.2871,4.5054,2.735806
77710,0,0.05432,2.1377,1.194219
144823,1,0.17196,3.1422,4.085079
137080,0,0.09404,4.4148,6.328798
423197,1,0.15971,6.2258,4.907943
15402,0,0.34679,3.1995,2.908607
559620,0,0.13522,3.3956,2.458619
559296,0,0.15654,5.2034,4.858784
231349,0,0.07893,4.2382,4.176659
49146,0,0.13665,5.5051,3.804504
237669,0,0.1737,4.5867,2.303514
240603,0,0.14913,7.288,4.274021
237735,0,0.16661,7.2703,4.529854
184883,0,0.28696,3.2182,4.170736
203220,0,0.10683,3.1469,5.142991
77999,1,0.3834,2.6813,0.8195643
39630,1,0.12096,6.1448,3.800343
300406,0,0.05085,5.4736,6.349955
493645,0,0.14854,5.0111,3.230831
62831,0,0.14626,4.1706,4.549227
99470,1,0.27161,4.8075,3.118912
622003,0,0.1472,4.6603,4.838048
518482,0,0.10682,3.7238,3.155939
227153,0,0.14528,5.9419,6.81936
21906,0,0.26685,7.0383,5.876154
85868,0,0.17127,3.8238,3.948227
48513,0,0.13179,3.836,4.026761
536570,0,0.09643,5.7579,8.33943
535505,0,0.17953,6.08,4.93674
62697,0,0.1361,4.5886,3.196483
288724,0,0.07723,2.663,2.095846
386480,1,0.15534,4.267,3.42948
15669,0,0.12611,3.1448,3.77953
568912,0,0.13614,5.5284,4.832269
371604,1,0.20564,4.8296,3.387233
319450,0,0.05482,1.9657,1.647909
550225,0,0.07086,3.8805,6.767452
371541,0,0.17752,3.1153,3.750238
371220,0,0.09654,3.7573,6.661381
186538,0,0.06908,5.0252,4.345482
186323,0,0.12337,2.6545,1.232259
609322,0,0.10465,2.637,2.354291
105890,1,0.14403,2.2716,0.8817234
203258,0,0.18977,1.4955,0.8120572
251117,0,0.13801,1.7799,0.8608029
48608,0,0.13153,3.3026,2.898379
220767,0,0.17195,2.7248,3.311967
569848,1,0.14843,5.5778,4.012249
622532,0,0.10608,2.5686,2.602947
545843,0,0.13127,2.9059,5.583874
298041,0,0.13643,2.6028,1.65039
289170,0,0.01927,2.4244,2.086041
239647,0,0.13886,5.8517,4.455637
40118,1,0.17498,3.2067,2.471838
569061,1,0.13748,4.7227,3.629082
62977,0,0.12307,3.1851,3.01979
323074,1,0.26839,3.3426,2.125094
611449,1,0.40561,2.5639,1.616717
54381,0,0.0596,3.1786,3.809959
143223,0,0.07723,3.9101,5.266121
136625,0,0.10273,3.6364,4.812244
238496,0,0.05454,1.6429,0.5261328
47798,1,0.13966,3.5876,2.778853
39626,0,0.12088,3.7822,2.646587
512099,0,0.07284,4.2558,5.110181
230296,0,0.10421,4.733,3.892611
216640,0,0.22288,1.9967,1.869973
381156,0,0.05124,1.2685,0.9910391
535817,0,0.16449,3.4844,3.789977
509926,0,0.11005,3.0415,0.797537
486900,0,0.1836,4.3595,3.132601
16482,1,0.1286,2.122,1.84311
619066,0,0.05449,5.9335,5.060883
535136,0,0.11864,3.2801,3.519108
536962,0,0.08145,5.5513,7.025837
610404,0,0.08103,3.5193,3.994424
618144,0,0.05331,3.0662,2.222454
486050,0,0.21805,3.2338,2.565884
227571,1,0.12901,3.9938,4.546263
214994,0,0.16578,3.3436,2.745432
271426,0,0.07471,5.4318,2.749348
388558,0,0.08756,2.7906,6.02504
289697,0,0.24203,2.8318,2.737159
491603,0,0.11697,3.7029,1.712414
92263,1,0.16716,5.2314,3.693561
14621,0,0.16475,6.654,5.922232
574580,0,0.20067,4.3813,3.346597
271572,0,0.15677,2.6673,2.202164
570203,0,0.04258,7.1405,9.865508
601210,0,0.06932,3.6717,4.685349
518199,1,0.22607,6.749,3.049923
70331,0,0.07662,3.8168,5.215812
64500,0,0.13529,2.363,1.859557
230293,0,0.10588,4.811,5.022097
419335,1,0.05637,3.1194,1.808097
611658,0,0.1571,4.2962,1.976773
599721,0,0.19772,3.2203,3.929701
31621,0,0.17173,1.3255,3.986628
418253,1,0.16409,2.436,2.482742
23157,0,0.11151,2.3073,2.239566
521410,0,0.08217,2.416,2.194361
209798,0,0.26607,2.7734,1.886681
179041,1,0.20152,3.8887,2.820099
39892,1,0.12788,3.7451,3.128455
98525,0,0.15774,4.2209,3.673736
239421,0,0.12057,4.0895,3.706399
239570,1,0.15084,2.5168,3.794603
238316,0,0.05355,1.8722,1.598353
278350,0,0.07778,4.1307,3.00738
136602,0,0.0446,3.4207,5.524128
273928,0,0.07818,2.8743,3.341355
300695,0,0.07751,2.6418,3.476973
203564,0,0.17131,4.4738,3.757998
568822,0,0.16081,2.0863,1.455335
289538,1,0.15056,3.1673,1.646152
239418,0,0.0949,3.7073,4.352302
40445,0,0.08289,3.3706,3.114913
592858,0,0.05276,3.2168,2.031104
559067,0,0.07744,3.8721,5.221326
548983,0,0.20785,5.2886,4.533485
97858,1,0.09228,3.1176,2.815568
508836,0,0.14604,2.498,0.888097
22891,0,0.13544,3.1528,3.04671
569645,0,0.11504,3.0609,1.807671
289671,0,0.19443,3.0071,2.265878
289731,0,0.24002,4.4803,3.618025
106962,0,0.12446,2.0405,3.251223
98621,0,0.06563,2.5603,3.952094
107277,0,0.07879,6.4368,7.26815
215821,1,0.07058,3.0244,2.629356
559898,0,0.16218,5.1682,7.931087
23592,0,0.12355,4.5256,1.938776
575384,0,0.17303,3.8041,3.951944
548872,1,0.07903,2.1947,1.732612
508006,0,0.20597,2.1068,0.7822852
575149,0,0.16546,5.2858,3.653711
15690,0,0.125,3.049,1.784419
209369,1,0.16585,3.169,5.412851
23502,0,0.11115,4.4548,7.676506
23761,1,0.25296,4.0361,3.278091
548829,1,0.10836,5.0102,4.81118
584929,1,0.20475,2.5776,0.3734875
204030,0,0.19491,5.0455,2.813399
289711,1,0.19562,1.3581,0.5450757
98189,0,0.13233,3.9057,3.46121
567445,0,0.05275,1.5371,1.319142
98953,0,0.24267,4.0056,3.505348
568530,0,0.13723,5.1161,5.166696
497068,0,0.12707,2.3544,2.714624
39417,0,0.12037,3.1581,1.820864
15750,0,0.12604,5.3564,5.289543
8388,0,0.07847,5.6279,5.599829
39715,0,0.10632,3.1318,2.215401
41051,0,0.06923,3.4439,2.844044
40035,0,0.1455,4.2907,4.029377
320488,0,0.27814,2.3475,2.939166
290088,0,0.20397,8.6904,0.7467585
8242,0,0.21584,3.2365,4.511324
298443,0,0.17988,3.9431,3.236891
560337,0,0.0805,4.742,3.535845
551305,0,0.16149,6.3394,6.047091
506119,0,0.08363,4.3818,5.452319
99291,0,0.22378,6.3082,3.941433
105611,0,0.12447,4.8692,5.454977
47712,0,0.12538,2.9506,2.98642
32140,0,0.08318,3.7037,3.555289
574730,1,0.10475,4.1632,5.716857
585281,0,0.11566,3.1728,3.083546
31448,0,0.08176,4.2119,3.778037
31912,0,0.10016,5.1125,2.807105
230786,0,0.01918,2.1788,3.866107
573877,0,0.22415,2.8357,2.774068
574006,0,0.19071,6.7962,5.123824
30615,0,0.07864,3.9109,5.473245
40304,0,0.09858,3.2851,3.292912
238509,0,0.21456,3.9819,4.324328
106201,0,0.16825,5.0793,4.117186
544621,1,0.10383,4.8206,2.944701
239465,0,0.13792,5.8373,5.595055
278120,1,0.12237,3.9269,4.142525
39857,0,0.13153,4.5435,3.317291
16022,0,0.05365,4.4386,5.45383
30847,0,0.10673,3.4207,6.123688
508312,1,0.05563,2.5227,3.183666
47254,0,0.05475,2.7497,5.261329
40490,0,0.07803,3.9481,3.814854
106284,0,0.16898,3.0641,2.529813
30695,0,0.11886,5.4783,3.275543
30887,1,0.1058,2.2424,1.53474
39894,0,0.24854,4.4099,4.646701
584723,0,0.0941,4.5904,4.903762
548835,0,0.07885,6.3625,5.353266
273543,0,0.15549,5.839,6.227572
271502,0,0.13393,4.1837,3.281081
561537,0,0.20181,2.1832,1.213378
508478,1,0.05582,4.4423,4.052651
40335,0,0.09901,3.3136,4.261309
593215,0,0.08391,9.7146,6.240711
239605,1,0.11118,4.414,2.187211
558912,0,0.11776,4.0276,4.798858
250179,0,0.05151,4.0517,2.848894
47420,0,0.11677,3.5495,3.644594
279029,1,0.31284,3.5235,1.440645
560506,0,0.16784,3.7865,3.828091
106366,1,0.10369,5.3704,3.363217
296805,0,0.18259,4.5788,4.357444
279874,1,0.08706,2.8685,4.615134
278302,0,0.14346,8.4746,6.16928
238282,0,0.05401,3.6323,2.094936
567765,1,0.13572,1.0635,1.675256
22582,0,0.07781,4.8143,6.490398
23859,0,0.34561,4.9942,1.642794
289105,0,0.16289,3.4237,3.480374
545615,1,0.18207,2.1737,1.89111
585584,0,0.02094,6.1526,3.299609
484826,0,0.14853,3.9052,4.238701
559524,0,0.13599,5.0356,4.687322
287949,0,0.13305,1.8676,1.947212
319060,0,0.05394,3.5424,3.22418
230880,0,0.01862,2.0719,2.237313
319976,1,0.28714,3.4286,2.56449
272300,0,0.15155,3.9276,3.808065
15389,0,0.14646,3.4322,2.855349
238019,0,0.46059,1.6774,1.081265
7234,0,0.19275,4.1972,4.165906
7703,0,0.07798,3.5176,3.113751
289520,0,0.1965,1.6283,3.243389
302146,0,0.16414,3.3732,3.127377
99568,0,0.10922,3.3828,3.445093
30617,0,0.07828,3.8864,3.45262
319658,0,0.08408,1.7561,1.34767
584682,0,0.08124,4.0167,2.515993
574429,0,0.22924,3.1555,3.386029
279908,0,0.01729,4.0294,6.870886
585552,0,0.12584,6.6761,5.668655
273373,0,0.15378,2.7995,1.711913
106197,0,0.12637,3.5393,2.438211
560918,0,0.06319,3.831,3.935729
15040,0,0.12561,3.1935,3.121455
289669,0,0.19329,6.6013,4.019744
31187,1,0.11116,2.2603,1.07559
584937,1,0.16899,2.1647,0.7920703
569554,0,0.18008,2.9961,2.380495
250843,0,0.08567,3.5191,3.930903
288796,0,0.07738,4.6321,4.250104
584725,0,0.16306,5.2529,6.187109
106627,0,0.12469,5.0283,5.841172
569471,1,0.21378,3.4403,3.006529
303096,0,0.01746,4.2894,3.740494
318857,1,0.12733,3.7112,4.773257
548962,0,0.10824,3.3207,2.017534
550236,1,0.26849,6.1019,4.181886
485684,0,0.05384,4.942,6.584682
491509,1,0.05445,1.4043,0.3547618
551503,0,0.05686,1.9882,2.166037
486357,1,0.13459,3.3093,2.97001
485097,0,0.08011,4.9164,4.909001
545372,0,0.10603,2.9449,5.540797
549073,0,0.05232,3.0468,2.414025
544281,0,0.08475,4.1026,5.084952
544857,1,0.13195,3.5676,3.292745
545492,0,0.14452,4.5138,6.018958
301738,1,0.25046,3.4995,1.369762
320541,0,0.27657,6.4253,2.111158
300984,1,0.09956,2.82,2.073297
319404,0,0.05825,2.5148,2.468383
301706,0,0.32685,9.5804,2.948207
319058,0,0.05457,4.9295,6.474684
300615,0,0.08491,2.2108,0.9467137
301511,0,0.10585,1.3393,2.327786
302204,1,0.29352,4.7456,3.327824
302224,0,0.12471,3.2645,7.109808
318840,0,0.085,2.8469,4.761746
320111,0,0.14441,3.456,3.389188
299092,0,0.14727,4.0869,4.112737
319347,0,0.09165,3.7189,3.578317
300412,0,0.19307,2.3785,2.401779
